"class","subclass","supertype","cluster"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0136 Vip Gaba_4","0522 Vip Gaba_4"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
